fecha;hora;red;serie;tema;texto;imagen;enlace
2027-05-05;12:30;instagram;EFQM;efqm-vs-iso;"💙 ¿Te toca ya trabajar con el Modelo EFQM?

EFQM e ISO 9001. Si tu organización ya certifica ISO y quiere dar el salto de ""cumplir"" a ""sobresalir"", el Modelo EFQM es el siguiente paso natural.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-vs-iso.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-05-efqm-vs-iso
2027-05-06;12:30;instagram;NORMAS;pyme-innovadora;"💙 Sello PYME Innovadora: el primer paso es más simple de lo que crees.

Una conversación de diagnóstico: entender tu punto de partida y dimensionar el proyecto con plazos realistas. Sin compromiso.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Innovación #IDi #InteligenciaArtificial #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/pyme-innovadora.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-06-pyme-innovadora
2027-05-07;12:30;instagram;EFQM;efqm-madrid-excelente;"💙 EFQM y Madrid Excelente: por dónde empezar.

EFQM y Madrid Excelente: Dos reconocimientos que se potencian. El primer paso es un Informe de GAP: medir la distancia entre tu gestión actual y el modelo, y decidir con datos.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-madrid-excelente.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-07-efqm-madrid-excelente
2027-05-08;12:30;instagram;NORMAS;transformacion-digital-ia;"💙 ¿Qué es Transformación Digital con IA y para qué sirve de verdad?

Diagnóstico digital, casos de uso de inteligencia artificial y hoja de ruta de adopción con gobernanza: transformación digital que genera valor medible.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Innovación #IDi #InteligenciaArtificial #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/transformacion-digital-ia.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-08-transformacion-digital-ia
2027-05-09;12:30;instagram;EFQM;efqm-beneficios;"💙 Por qué EFQM, explicado sin humo.

Por qué EFQM: Beneficios más allá del sello. El Modelo EFQM 2025 no es un premio, es un marco para transformar la organización con criterio.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-beneficios.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-09-efqm-beneficios
2027-05-10;12:30;instagram;NORMAS;blockchain-tokenizacion;"💙 Blockchain, Web3 y Tokenización: Activos digitales con garantías. Y esto es lo que gana tu organización.

Consultoría y formación en blockchain, web3 y tokenización de activos junto al Instituto Europeo de Blockchain y DeFi: del concepto al proyecto.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Innovación #IDi #InteligenciaArtificial #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/blockchain-tokenizacion.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-10-blockchain-tokenizacion
2027-05-11;12:30;instagram;EFQM;efqm-mitos;"💙 Mitos del Modelo EFQM: lo que aporta de verdad.

Mitos del Modelo EFQM. Trabajar con el Modelo EFQM te da una foto honesta de tu gestión y una hoja de ruta priorizada — el sello es la consecuencia.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-mitos.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-11-efqm-mitos
2027-05-12;12:30;instagram;NORMAS;appcc;"💙 El error más común al implantar APPCC (y cómo evitarlo).

Copiar documentación de otra empresa y esperar que cuele. El sistema debe nacer de TU actividad real, o se convierte en burocracia muerta.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#SeguridadAlimentaria #IFS #BRCGS #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/appcc.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-12-appcc
2027-05-13;12:30;instagram;EFQM;efqm-primeros-pasos;"💙 Primeros pasos con EFQM: el fallo que vemos una y otra vez.

Primeros pasos con EFQM: el error habitual es tratarlo como un trámite documental. EFQM se trabaja desde la dirección, con datos y con las personas.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-primeros-pasos.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-13-efqm-primeros-pasos
2027-05-14;12:30;instagram;NORMAS;iso-22000;"💙 ¿Es ISO 22000 para tu organización? Señales de que sí.

Si tus clientes (o la Administración) empiezan a pedírtelo, si has crecido y ""todo está en la cabeza de dos personas"", o si quieres diferenciarte en licitaciones: sí, es para ti.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#SeguridadAlimentaria #IFS #BRCGS #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/iso-22000.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-14-iso-22000
2027-05-15;12:30;instagram;EFQM;efqm-formacion;"💙 ¿Te toca ya trabajar con el Modelo EFQM?

Formación EFQM 2025. Si tu organización ya certifica ISO y quiere dar el salto de ""cumplir"" a ""sobresalir"", el Modelo EFQM es el siguiente paso natural.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-formacion.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-15-efqm-formacion
2027-05-16;12:30;instagram;NORMAS;brcgs;"💙 BRCGS: el primer paso es más simple de lo que crees.

Una conversación de diagnóstico: entender tu punto de partida y dimensionar el proyecto con plazos realistas. Sin compromiso.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#SeguridadAlimentaria #IFS #BRCGS #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/brcgs.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-16-brcgs
2027-05-17;12:30;instagram;EFQM;efqm-modelo-2025;"💙 El Modelo EFQM 2025: por dónde empezar.

El Modelo EFQM 2025: La brújula de la transformación organizacional. El primer paso es un Informe de GAP: medir la distancia entre tu gestión actual y el modelo, y decidir con datos.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-modelo-2025.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-17-efqm-modelo-2025
2027-05-18;12:30;instagram;NORMAS;ifs;"💙 ¿Qué es IFS y para qué sirve de verdad?

Certificación IFS Food para fabricantes: evaluación de requisitos, plan de acción y preparación completa de la auditoría.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#SeguridadAlimentaria #IFS #BRCGS #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/ifs.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-18-ifs
2027-05-19;12:30;instagram;EFQM;efqm-direccion;"💙 Dimensión Dirección, explicado sin humo.

Dimensión Dirección: Propósito, visión y estrategia que orientan. El Modelo EFQM 2025 no es un premio, es un marco para transformar la organización con criterio.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-direccion.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-19-efqm-direccion
2027-05-20;12:30;instagram;NORMAS;globalgap;"💙 GlobalG.A.P.: Buenas prácticas agrícolas certificadas. Y esto es lo que gana tu organización.

Certificación GlobalG.A.P. para producción primaria: trazabilidad, seguridad y sostenibilidad desde el origen.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#SeguridadAlimentaria #IFS #BRCGS #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/globalgap.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-20-globalgap
2027-05-21;12:30;instagram;EFQM;efqm-ejecucion;"💙 Dimensión Ejecución: lo que aporta de verdad.

Dimensión Ejecución. Trabajar con el Modelo EFQM te da una foto honesta de tu gestión y una hoja de ruta priorizada — el sello es la consecuencia.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-ejecucion.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-21-efqm-ejecucion
2027-05-22;12:30;instagram;NORMAS;planificacion-estrategica;"💙 El error más común al implantar Planificación Estratégica (y cómo evitarlo).

Copiar documentación de otra empresa y esperar que cuele. El sistema debe nacer de TU actividad real, o se convierte en burocracia muerta.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Estrategia #Liderazgo #Dirección #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/planificacion-estrategica.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-22-planificacion-estrategica
2027-05-23;12:30;instagram;EFQM;efqm-resultados;"💙 Dimensión Resultados: el fallo que vemos una y otra vez.

Dimensión Resultados: el error habitual es tratarlo como un trámite documental. EFQM se trabaja desde la dirección, con datos y con las personas.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-resultados.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-23-efqm-resultados
2027-05-24;12:30;instagram;NORMAS;cuadro-de-mando;"💙 ¿Es Cuadro de Mando Integral para tu organización? Señales de que sí.

Si tus clientes (o la Administración) empiezan a pedírtelo, si has crecido y ""todo está en la cabeza de dos personas"", o si quieres diferenciarte en licitaciones: sí, es para ti.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Estrategia #Liderazgo #Dirección #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/cuadro-de-mando.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-24-cuadro-de-mando
2027-05-25;12:30;instagram;EFQM;efqm-criterio1;"💙 ¿Te toca ya trabajar con el Modelo EFQM?

Propósito, visión y estrategia. Si tu organización ya certifica ISO y quiere dar el salto de ""cumplir"" a ""sobresalir"", el Modelo EFQM es el siguiente paso natural.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-criterio1.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-25-efqm-criterio1
2027-05-26;12:30;instagram;NORMAS;reestructuracion;"💙 Reestructuración: el primer paso es más simple de lo que crees.

Una conversación de diagnóstico: entender tu punto de partida y dimensionar el proyecto con plazos realistas. Sin compromiso.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Estrategia #Liderazgo #Dirección #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/reestructuracion.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-26-reestructuracion
2027-05-27;12:30;instagram;EFQM;efqm-criterio2;"💙 Cultura y liderazgo: por dónde empezar.

Cultura y liderazgo: Criterio 2 del Modelo EFQM. El primer paso es un Informe de GAP: medir la distancia entre tu gestión actual y el modelo, y decidir con datos.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-criterio2.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-27-efqm-criterio2
2027-05-28;12:30;instagram;NORMAS;consultoria-de-negocio;"💙 ¿Qué es Consultoría de Negocio y para qué sirve de verdad?

Consultoría de negocio a medida: modelos de ingresos, procesos y decisiones basadas en datos, con implicación directa del equipo directivo.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Estrategia #Liderazgo #Dirección #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/consultoria-de-negocio.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-28-consultoria-de-negocio
2027-05-29;12:30;instagram;EFQM;efqm-criterio3;"💙 Implicar a los grupos de interés, explicado sin humo.

Implicar a los grupos de interés: Criterio 3 del Modelo EFQM. El Modelo EFQM 2025 no es un premio, es un marco para transformar la organización con criterio.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-criterio3.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-29-efqm-criterio3
2027-05-30;12:30;instagram;NORMAS;clasificacion-empresarial;"💙 Clasificación Empresarial: Contrata con el sector público. Y esto es lo que gana tu organización.

Tramitamos tu clasificación como contratista de obras o servicios del Estado: grupos, subgrupos y categorías adecuadas a tu actividad.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Estrategia #Liderazgo #Dirección #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/clasificacion-empresarial.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-30-clasificacion-empresarial
2027-05-31;12:30;instagram;EFQM;efqm-criterio4;"💙 Crear valor sostenible: lo que aporta de verdad.

Crear valor sostenible. Trabajar con el Modelo EFQM te da una foto honesta de tu gestión y una hoja de ruta priorizada — el sello es la consecuencia.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-criterio4.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-31-efqm-criterio4
2027-06-01;12:30;instagram;NORMAS;liderazgo;"💙 El error más común al implantar Liderazgo (y cómo evitarlo).

Copiar documentación de otra empresa y esperar que cuele. El sistema debe nacer de TU actividad real, o se convierte en burocracia muerta.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Estrategia #Liderazgo #Dirección #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/liderazgo.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-01-liderazgo
2027-06-02;12:30;instagram;EFQM;efqm-criterio5;"💙 Funcionamiento y transformación: el fallo que vemos una y otra vez.

Funcionamiento y transformación: el error habitual es tratarlo como un trámite documental. EFQM se trabaja desde la dirección, con datos y con las personas.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-criterio5.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-02-efqm-criterio5
2027-06-03;12:30;instagram;NORMAS;cultura-empresarial;"💙 ¿Es Cultura Empresarial para tu organización? Señales de que sí.

Si tus clientes (o la Administración) empiezan a pedírtelo, si has crecido y ""todo está en la cabeza de dos personas"", o si quieres diferenciarte en licitaciones: sí, es para ti.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Estrategia #Liderazgo #Dirección #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/cultura-empresarial.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-03-cultura-empresarial
2027-06-04;12:30;instagram;EFQM;efqm-criterio6;"💙 ¿Te toca ya trabajar con el Modelo EFQM?

Percepción de los grupos de interés. Si tu organización ya certifica ISO y quiere dar el salto de ""cumplir"" a ""sobresalir"", el Modelo EFQM es el siguiente paso natural.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-criterio6.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-04-efqm-criterio6
2027-06-05;12:30;instagram;NORMAS;iso-9001;"💙 ISO 9001: el primer paso es más simple de lo que crees.

Una conversación de diagnóstico: entender tu punto de partida y dimensionar el proyecto con plazos realistas. Sin compromiso.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Calidad #ISO9001 #Excelencia #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/iso-9001.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-05-iso-9001
2027-06-06;12:30;instagram;EFQM;efqm-criterio7;"💙 Rendimiento estratégico y operativo: por dónde empezar.

Rendimiento estratégico y operativo: Criterio 7 del Modelo EFQM. El primer paso es un Informe de GAP: medir la distancia entre tu gestión actual y el modelo, y decidir con datos.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-criterio7.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-06-efqm-criterio7
2027-06-07;12:30;instagram;NORMAS;efqm;"💙 ¿Qué es Modelo EFQM y para qué sirve de verdad?

Te acompañamos en la autoevaluación, el sello y la transformación con el Modelo EFQM 2025, incluida formación específica para tu equipo directivo.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Calidad #ISO9001 #Excelencia #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-07-efqm
2027-06-08;12:30;instagram;EFQM;efqm-radar;"💙 La lógica RADAR, explicado sin humo.

La lógica RADAR: Resultados, enfoques, despliegue, evaluación y revisión. El Modelo EFQM 2025 no es un premio, es un marco para transformar la organización con criterio.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-radar.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-08-efqm-radar
2027-06-09;12:30;instagram;NORMAS;madrid-excelente;"💙 Madrid Excelente: La marca de garantía de la Comunidad de Madrid. Y esto es lo que gana tu organización.

Preparamos tu organización para obtener y renovar el sello Madrid Excelente, la marca de garantía que reconoce la calidad y la excelencia en la gestión.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Calidad #ISO9001 #Excelencia #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/madrid-excelente.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-09-madrid-excelente
2027-06-10;12:30;instagram;EFQM;efqm-gap;"💙 Informe de GAP: lo que aporta de verdad.

Informe de GAP. Trabajar con el Modelo EFQM te da una foto honesta de tu gestión y una hoja de ruta priorizada — el sello es la consecuencia.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-gap.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-10-efqm-gap
2027-06-11;12:30;instagram;NORMAS;iso-9004;"💙 El error más común al implantar ISO 9004 (y cómo evitarlo).

Copiar documentación de otra empresa y esperar que cuele. El sistema debe nacer de TU actividad real, o se convierte en burocracia muerta.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Calidad #ISO9001 #Excelencia #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/iso-9004.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-11-iso-9004
2027-06-12;12:30;instagram;EFQM;efqm-autoevaluacion;"💙 Autoevaluación EFQM: el fallo que vemos una y otra vez.

Autoevaluación EFQM: el error habitual es tratarlo como un trámite documental. EFQM se trabaja desde la dirección, con datos y con las personas.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-autoevaluacion.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-12-efqm-autoevaluacion
2027-06-13;12:30;instagram;NORMAS;une-93200;"💙 ¿Es UNE 93200 para tu organización? Señales de que sí.

Si tus clientes (o la Administración) empiezan a pedírtelo, si has crecido y ""todo está en la cabeza de dos personas"", o si quieres diferenciarte en licitaciones: sí, es para ti.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Calidad #ISO9001 #Excelencia #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/une-93200.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-13-une-93200
2027-06-14;12:30;instagram;EFQM;efqm-planes;"💙 ¿Te toca ya trabajar con el Modelo EFQM?

Planes de acción. Si tu organización ya certifica ISO y quiere dar el salto de ""cumplir"" a ""sobresalir"", el Modelo EFQM es el siguiente paso natural.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-planes.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-14-efqm-planes
2027-06-15;12:30;instagram;NORMAS;iso-13485;"💙 ISO 13485: el primer paso es más simple de lo que crees.

Una conversación de diagnóstico: entender tu punto de partida y dimensionar el proyecto con plazos realistas. Sin compromiso.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Calidad #ISO9001 #Excelencia #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/iso-13485.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-15-iso-13485
2027-06-16;12:30;instagram;EFQM;efqm-memoria;"💙 La memoria EFQM: por dónde empezar.

La memoria EFQM: Tu gestión, contada con evidencias. El primer paso es un Informe de GAP: medir la distancia entre tu gestión actual y el modelo, y decidir con datos.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-memoria.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-16-efqm-memoria
2027-06-17;12:30;instagram;NORMAS;iso-17025;"💙 ¿Qué es ISO 17025 y para qué sirve de verdad?

Preparamos tu laboratorio de ensayo o calibración para la acreditación ISO 17025 ante ENAC: método, trazabilidad y validación.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Calidad #ISO9001 #Excelencia #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/iso-17025.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-17-iso-17025
2027-06-18;12:30;instagram;EFQM;efqm-sello;"💙 Sellos EFQM 300 · 400 · 500, explicado sin humo.

Sellos EFQM 300 · 400 · 500: El reconocimiento europeo a la excelencia. El Modelo EFQM 2025 no es un premio, es un marco para transformar la organización con criterio.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-sello.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-18-efqm-sello
2027-06-19;12:30;instagram;NORMAS;iatf-16949;"💙 IATF 16949: Calidad en automoción. Y esto es lo que gana tu organización.

El estándar de calidad de la cadena de suministro de automoción: implantación de IATF 16949 integrada con tu ISO 9001.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Calidad #ISO9001 #Excelencia #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/iatf-16949.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-19-iatf-16949
2027-06-20;12:30;instagram;EFQM;efqm-evaluacion-externa;"💙 Evaluación externa: lo que aporta de verdad.

Evaluación externa. Trabajar con el Modelo EFQM te da una foto honesta de tu gestión y una hoja de ruta priorizada — el sello es la consecuencia.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-evaluacion-externa.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-20-efqm-evaluacion-externa
2027-06-21;12:30;instagram;NORMAS;marcado-ce;"💙 El error más común al implantar Marcado CE (y cómo evitarlo).

Copiar documentación de otra empresa y esperar que cuele. El sistema debe nacer de TU actividad real, o se convierte en burocracia muerta.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Calidad #ISO9001 #Excelencia #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/marcado-ce.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-21-marcado-ce
2027-06-22;12:30;instagram;EFQM;efqm-vs-iso;"💙 EFQM e ISO 9001: el fallo que vemos una y otra vez.

EFQM e ISO 9001: el error habitual es tratarlo como un trámite documental. EFQM se trabaja desde la dirección, con datos y con las personas.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-vs-iso.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-22-efqm-vs-iso
2027-06-23;12:30;instagram;NORMAS;iso-14001;"💙 ¿Es ISO 14001 para tu organización? Señales de que sí.

Si tus clientes (o la Administración) empiezan a pedírtelo, si has crecido y ""todo está en la cabeza de dos personas"", o si quieres diferenciarte en licitaciones: sí, es para ti.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Sostenibilidad #ESG #MedioAmbiente #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/iso-14001.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-23-iso-14001
2027-06-24;12:30;instagram;EFQM;efqm-madrid-excelente;"💙 ¿Te toca ya trabajar con el Modelo EFQM?

EFQM y Madrid Excelente. Si tu organización ya certifica ISO y quiere dar el salto de ""cumplir"" a ""sobresalir"", el Modelo EFQM es el siguiente paso natural.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-madrid-excelente.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-24-efqm-madrid-excelente
2027-06-25;12:30;instagram;NORMAS;emas;"💙 EMAS: el primer paso es más simple de lo que crees.

Una conversación de diagnóstico: entender tu punto de partida y dimensionar el proyecto con plazos realistas. Sin compromiso.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Sostenibilidad #ESG #MedioAmbiente #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/emas.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-25-emas
