fecha;hora;red;serie;tema;texto;imagen;enlace
2027-04-08;17:00;x;NORMAS;protocolo-acoso;¿Qué es Protocolo de Acoso y para qué sirve de verdad? https://www.tuconsultor.com/blog/post.html?p=2027-04-08-protocolo-acoso #PersonasYCultura #SeguridadLaboral;https://www.tuconsultor.com/social-img/protocolo-acoso.png;https://www.tuconsultor.com/blog/post.html?p=2027-04-08-protocolo-acoso
2027-04-09;17:00;x;EFQM;efqm-criterio2;Cultura y liderazgo, explicado sin humo. https://www.tuconsultor.com/blog/post.html?p=2027-04-09-efqm-criterio2 #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-criterio2.png;https://www.tuconsultor.com/blog/post.html?p=2027-04-09-efqm-criterio2
2027-04-10;17:00;x;NORMAS;desconexion-digital;Desconexión Digital: Política de desconexión conforme a la ley. Y esto es lo que gana tu organización. https://www.tuconsultor.com/blog/post.html?p=2027-04-10-desconexion-digital #PersonasYCultura #SeguridadLaboral;https://www.tuconsultor.com/social-img/desconexion-digital.png;https://www.tuconsultor.com/blog/post.html?p=2027-04-10-desconexion-digital
2027-04-11;17:00;x;EFQM;efqm-criterio3;Implicar a los grupos de interés: lo que aporta de verdad. https://www.tuconsultor.com/blog/post.html?p=2027-04-11-efqm-criterio3 #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-criterio3.png;https://www.tuconsultor.com/blog/post.html?p=2027-04-11-efqm-criterio3
2027-04-12;17:00;x;NORMAS;iso-21001;El error más común al implantar ISO 21001 (y cómo evitarlo). https://www.tuconsultor.com/blog/post.html?p=2027-04-12-iso-21001 #PersonasYCultura #SeguridadLaboral;https://www.tuconsultor.com/social-img/iso-21001.png;https://www.tuconsultor.com/blog/post.html?p=2027-04-12-iso-21001
2027-04-13;17:00;x;EFQM;efqm-criterio4;Crear valor sostenible: el fallo que vemos una y otra vez. https://www.tuconsultor.com/blog/post.html?p=2027-04-13-efqm-criterio4 #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-criterio4.png;https://www.tuconsultor.com/blog/post.html?p=2027-04-13-efqm-criterio4
2027-04-14;17:00;x;NORMAS;une-158101;¿Es UNE 158101 para tu organización? Señales de que sí. https://www.tuconsultor.com/blog/post.html?p=2027-04-14-une-158101 #PersonasYCultura #SeguridadLaboral;https://www.tuconsultor.com/social-img/une-158101.png;https://www.tuconsultor.com/blog/post.html?p=2027-04-14-une-158101
2027-04-15;17:00;x;EFQM;efqm-criterio5;¿Te toca ya trabajar con el Modelo EFQM? https://www.tuconsultor.com/blog/post.html?p=2027-04-15-efqm-criterio5 #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-criterio5.png;https://www.tuconsultor.com/blog/post.html?p=2027-04-15-efqm-criterio5
2027-04-16;17:00;x;NORMAS;sge-21;SGE 21: el primer paso es más simple de lo que crees. https://www.tuconsultor.com/blog/post.html?p=2027-04-16-sge-21 #RSC #ResponsabilidadSocial;https://www.tuconsultor.com/social-img/sge-21.png;https://www.tuconsultor.com/blog/post.html?p=2027-04-16-sge-21
2027-04-17;17:00;x;EFQM;efqm-criterio6;Percepción de los grupos de interés: por dónde empezar. https://www.tuconsultor.com/blog/post.html?p=2027-04-17-efqm-criterio6 #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-criterio6.png;https://www.tuconsultor.com/blog/post.html?p=2027-04-17-efqm-criterio6
2027-04-18;17:00;x;NORMAS;sa-8000;¿Qué es SA 8000 y para qué sirve de verdad? https://www.tuconsultor.com/blog/post.html?p=2027-04-18-sa-8000 #RSC #ResponsabilidadSocial;https://www.tuconsultor.com/social-img/sa-8000.png;https://www.tuconsultor.com/blog/post.html?p=2027-04-18-sa-8000
2027-04-19;17:00;x;EFQM;efqm-criterio7;Rendimiento estratégico y operativo, explicado sin humo. https://www.tuconsultor.com/blog/post.html?p=2027-04-19-efqm-criterio7 #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-criterio7.png;https://www.tuconsultor.com/blog/post.html?p=2027-04-19-efqm-criterio7
2027-04-20;17:00;x;NORMAS;iqnet-sr10;IQNet SR10: Responsabilidad social certificable. Y esto es lo que gana tu organización. https://www.tuconsultor.com/blog/post.html?p=2027-04-20-iqnet-sr10 #RSC #ResponsabilidadSocial;https://www.tuconsultor.com/social-img/iqnet-sr10.png;https://www.tuconsultor.com/blog/post.html?p=2027-04-20-iqnet-sr10
2027-04-21;17:00;x;EFQM;efqm-radar;La lógica RADAR: lo que aporta de verdad. https://www.tuconsultor.com/blog/post.html?p=2027-04-21-efqm-radar #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-radar.png;https://www.tuconsultor.com/blog/post.html?p=2027-04-21-efqm-radar
2027-04-22;17:00;x;NORMAS;smeta;El error más común al implantar SMETA (y cómo evitarlo). https://www.tuconsultor.com/blog/post.html?p=2027-04-22-smeta #RSC #ResponsabilidadSocial;https://www.tuconsultor.com/social-img/smeta.png;https://www.tuconsultor.com/blog/post.html?p=2027-04-22-smeta
2027-04-23;17:00;x;EFQM;efqm-gap;Informe de GAP: el fallo que vemos una y otra vez. https://www.tuconsultor.com/blog/post.html?p=2027-04-23-efqm-gap #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-gap.png;https://www.tuconsultor.com/blog/post.html?p=2027-04-23-efqm-gap
2027-04-24;17:00;x;NORMAS;b-corp;¿Es B Corp para tu organización? Señales de que sí. https://www.tuconsultor.com/blog/post.html?p=2027-04-24-b-corp #RSC #ResponsabilidadSocial;https://www.tuconsultor.com/social-img/b-corp.png;https://www.tuconsultor.com/blog/post.html?p=2027-04-24-b-corp
2027-04-25;17:00;x;EFQM;efqm-autoevaluacion;¿Te toca ya trabajar con el Modelo EFQM? https://www.tuconsultor.com/blog/post.html?p=2027-04-25-efqm-autoevaluacion #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-autoevaluacion.png;https://www.tuconsultor.com/blog/post.html?p=2027-04-25-efqm-autoevaluacion
2027-04-26;17:00;x;NORMAS;une-166002;UNE 166002: el primer paso es más simple de lo que crees. https://www.tuconsultor.com/blog/post.html?p=2027-04-26-une-166002 #Innovación #IDi;https://www.tuconsultor.com/social-img/une-166002.png;https://www.tuconsultor.com/blog/post.html?p=2027-04-26-une-166002
2027-04-27;17:00;x;EFQM;efqm-planes;Planes de acción: por dónde empezar. https://www.tuconsultor.com/blog/post.html?p=2027-04-27-efqm-planes #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-planes.png;https://www.tuconsultor.com/blog/post.html?p=2027-04-27-efqm-planes
2027-04-28;17:00;x;NORMAS;certificacion-proyectos-idi;¿Qué es Certificación de Proyectos I+D+i y para qué sirve de verdad? https://www.tuconsultor.com/blog/post.html?p=2027-04-28-certificacion-proyectos-idi #Innovación #IDi;https://www.tuconsultor.com/social-img/certificacion-proyectos-idi.png;https://www.tuconsultor.com/blog/post.html?p=2027-04-28-certificacion-proyectos-idi
2027-04-29;17:00;x;EFQM;efqm-memoria;La memoria EFQM, explicado sin humo. https://www.tuconsultor.com/blog/post.html?p=2027-04-29-efqm-memoria #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-memoria.png;https://www.tuconsultor.com/blog/post.html?p=2027-04-29-efqm-memoria
2027-04-30;17:00;x;NORMAS;deducciones-fiscales-idi;Deducciones Fiscales I+D+i: Hasta el 42% de deducción con informe motivado. Y esto es lo que gana tu organización. https://www.tuconsultor.com/blog/post.html?p=2027-04-30-deducciones-fiscales-idi #Innovación #IDi;https://www.tuconsultor.com/social-img/deducciones-fiscales-idi.png;https://www.tuconsultor.com/blog/post.html?p=2027-04-30-deducciones-fiscales-idi
2027-05-01;17:00;x;EFQM;efqm-sello;Sellos EFQM 300 · 400 · 500: lo que aporta de verdad. https://www.tuconsultor.com/blog/post.html?p=2027-05-01-efqm-sello #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-sello.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-01-efqm-sello
2027-05-02;17:00;x;NORMAS;iso-56001;El error más común al implantar ISO 56001 (y cómo evitarlo). https://www.tuconsultor.com/blog/post.html?p=2027-05-02-iso-56001 #Innovación #IDi;https://www.tuconsultor.com/social-img/iso-56001.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-02-iso-56001
2027-05-03;17:00;x;EFQM;efqm-evaluacion-externa;Evaluación externa: el fallo que vemos una y otra vez. https://www.tuconsultor.com/blog/post.html?p=2027-05-03-efqm-evaluacion-externa #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-evaluacion-externa.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-03-efqm-evaluacion-externa
2027-05-04;17:00;x;NORMAS;iso-42001;¿Es ISO 42001 para tu organización? Señales de que sí. https://www.tuconsultor.com/blog/post.html?p=2027-05-04-iso-42001 #Innovación #IDi;https://www.tuconsultor.com/social-img/iso-42001.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-04-iso-42001
2027-05-05;17:00;x;EFQM;efqm-vs-iso;¿Te toca ya trabajar con el Modelo EFQM? https://www.tuconsultor.com/blog/post.html?p=2027-05-05-efqm-vs-iso #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-vs-iso.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-05-efqm-vs-iso
2027-05-06;17:00;x;NORMAS;pyme-innovadora;Sello PYME Innovadora: el primer paso es más simple de lo que crees. https://www.tuconsultor.com/blog/post.html?p=2027-05-06-pyme-innovadora #Innovación #IDi;https://www.tuconsultor.com/social-img/pyme-innovadora.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-06-pyme-innovadora
2027-05-07;17:00;x;EFQM;efqm-madrid-excelente;EFQM y Madrid Excelente: por dónde empezar. https://www.tuconsultor.com/blog/post.html?p=2027-05-07-efqm-madrid-excelente #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-madrid-excelente.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-07-efqm-madrid-excelente
2027-05-08;17:00;x;NORMAS;transformacion-digital-ia;¿Qué es Transformación Digital con IA y para qué sirve de verdad? https://www.tuconsultor.com/blog/post.html?p=2027-05-08-transformacion-digital-ia #Innovación #IDi;https://www.tuconsultor.com/social-img/transformacion-digital-ia.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-08-transformacion-digital-ia
2027-05-09;17:00;x;EFQM;efqm-beneficios;Por qué EFQM, explicado sin humo. https://www.tuconsultor.com/blog/post.html?p=2027-05-09-efqm-beneficios #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-beneficios.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-09-efqm-beneficios
2027-05-10;17:00;x;NORMAS;blockchain-tokenizacion;Blockchain, Web3 y Tokenización: Activos digitales con garantías. Y esto es lo que gana tu organización. https://www.tuconsultor.com/blog/post.html?p=2027-05-10-blockchain-tokenizacion #Innovación #IDi;https://www.tuconsultor.com/social-img/blockchain-tokenizacion.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-10-blockchain-tokenizacion
2027-05-11;17:00;x;EFQM;efqm-mitos;Mitos del Modelo EFQM: lo que aporta de verdad. https://www.tuconsultor.com/blog/post.html?p=2027-05-11-efqm-mitos #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-mitos.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-11-efqm-mitos
2027-05-12;17:00;x;NORMAS;appcc;El error más común al implantar APPCC (y cómo evitarlo). https://www.tuconsultor.com/blog/post.html?p=2027-05-12-appcc #SeguridadAlimentaria #IFS;https://www.tuconsultor.com/social-img/appcc.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-12-appcc
2027-05-13;17:00;x;EFQM;efqm-primeros-pasos;Primeros pasos con EFQM: el fallo que vemos una y otra vez. https://www.tuconsultor.com/blog/post.html?p=2027-05-13-efqm-primeros-pasos #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-primeros-pasos.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-13-efqm-primeros-pasos
2027-05-14;17:00;x;NORMAS;iso-22000;¿Es ISO 22000 para tu organización? Señales de que sí. https://www.tuconsultor.com/blog/post.html?p=2027-05-14-iso-22000 #SeguridadAlimentaria #IFS;https://www.tuconsultor.com/social-img/iso-22000.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-14-iso-22000
2027-05-15;17:00;x;EFQM;efqm-formacion;¿Te toca ya trabajar con el Modelo EFQM? https://www.tuconsultor.com/blog/post.html?p=2027-05-15-efqm-formacion #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-formacion.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-15-efqm-formacion
2027-05-16;17:00;x;NORMAS;brcgs;BRCGS: el primer paso es más simple de lo que crees. https://www.tuconsultor.com/blog/post.html?p=2027-05-16-brcgs #SeguridadAlimentaria #IFS;https://www.tuconsultor.com/social-img/brcgs.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-16-brcgs
2027-05-17;17:00;x;EFQM;efqm-modelo-2025;El Modelo EFQM 2025: por dónde empezar. https://www.tuconsultor.com/blog/post.html?p=2027-05-17-efqm-modelo-2025 #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-modelo-2025.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-17-efqm-modelo-2025
2027-05-18;17:00;x;NORMAS;ifs;¿Qué es IFS y para qué sirve de verdad? https://www.tuconsultor.com/blog/post.html?p=2027-05-18-ifs #SeguridadAlimentaria #IFS;https://www.tuconsultor.com/social-img/ifs.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-18-ifs
2027-05-19;17:00;x;EFQM;efqm-direccion;Dimensión Dirección, explicado sin humo. https://www.tuconsultor.com/blog/post.html?p=2027-05-19-efqm-direccion #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-direccion.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-19-efqm-direccion
2027-05-20;17:00;x;NORMAS;globalgap;GlobalG.A.P.: Buenas prácticas agrícolas certificadas. Y esto es lo que gana tu organización. https://www.tuconsultor.com/blog/post.html?p=2027-05-20-globalgap #SeguridadAlimentaria #IFS;https://www.tuconsultor.com/social-img/globalgap.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-20-globalgap
2027-05-21;17:00;x;EFQM;efqm-ejecucion;Dimensión Ejecución: lo que aporta de verdad. https://www.tuconsultor.com/blog/post.html?p=2027-05-21-efqm-ejecucion #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-ejecucion.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-21-efqm-ejecucion
2027-05-22;17:00;x;NORMAS;planificacion-estrategica;El error más común al implantar Planificación Estratégica (y cómo evitarlo). https://www.tuconsultor.com/blog/post.html?p=2027-05-22-planificacion-estrategica #Estrategia #Liderazgo;https://www.tuconsultor.com/social-img/planificacion-estrategica.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-22-planificacion-estrategica
2027-05-23;17:00;x;EFQM;efqm-resultados;Dimensión Resultados: el fallo que vemos una y otra vez. https://www.tuconsultor.com/blog/post.html?p=2027-05-23-efqm-resultados #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-resultados.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-23-efqm-resultados
2027-05-24;17:00;x;NORMAS;cuadro-de-mando;¿Es Cuadro de Mando Integral para tu organización? Señales de que sí. https://www.tuconsultor.com/blog/post.html?p=2027-05-24-cuadro-de-mando #Estrategia #Liderazgo;https://www.tuconsultor.com/social-img/cuadro-de-mando.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-24-cuadro-de-mando
2027-05-25;17:00;x;EFQM;efqm-criterio1;¿Te toca ya trabajar con el Modelo EFQM? https://www.tuconsultor.com/blog/post.html?p=2027-05-25-efqm-criterio1 #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-criterio1.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-25-efqm-criterio1
2027-05-26;17:00;x;NORMAS;reestructuracion;Reestructuración: el primer paso es más simple de lo que crees. https://www.tuconsultor.com/blog/post.html?p=2027-05-26-reestructuracion #Estrategia #Liderazgo;https://www.tuconsultor.com/social-img/reestructuracion.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-26-reestructuracion
2027-05-27;17:00;x;EFQM;efqm-criterio2;Cultura y liderazgo: por dónde empezar. https://www.tuconsultor.com/blog/post.html?p=2027-05-27-efqm-criterio2 #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-criterio2.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-27-efqm-criterio2
2027-05-28;17:00;x;NORMAS;consultoria-de-negocio;¿Qué es Consultoría de Negocio y para qué sirve de verdad? https://www.tuconsultor.com/blog/post.html?p=2027-05-28-consultoria-de-negocio #Estrategia #Liderazgo;https://www.tuconsultor.com/social-img/consultoria-de-negocio.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-28-consultoria-de-negocio
2027-05-29;17:00;x;EFQM;efqm-criterio3;Implicar a los grupos de interés, explicado sin humo. https://www.tuconsultor.com/blog/post.html?p=2027-05-29-efqm-criterio3 #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-criterio3.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-29-efqm-criterio3
2027-05-30;17:00;x;NORMAS;clasificacion-empresarial;Clasificación Empresarial: Contrata con el sector público. Y esto es lo que gana tu organización. https://www.tuconsultor.com/blog/post.html?p=2027-05-30-clasificacion-empresarial #Estrategia #Liderazgo;https://www.tuconsultor.com/social-img/clasificacion-empresarial.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-30-clasificacion-empresarial
2027-05-31;17:00;x;EFQM;efqm-criterio4;Crear valor sostenible: lo que aporta de verdad. https://www.tuconsultor.com/blog/post.html?p=2027-05-31-efqm-criterio4 #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-criterio4.png;https://www.tuconsultor.com/blog/post.html?p=2027-05-31-efqm-criterio4
2027-06-01;17:00;x;NORMAS;liderazgo;El error más común al implantar Liderazgo (y cómo evitarlo). https://www.tuconsultor.com/blog/post.html?p=2027-06-01-liderazgo #Estrategia #Liderazgo;https://www.tuconsultor.com/social-img/liderazgo.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-01-liderazgo
2027-06-02;17:00;x;EFQM;efqm-criterio5;Funcionamiento y transformación: el fallo que vemos una y otra vez. https://www.tuconsultor.com/blog/post.html?p=2027-06-02-efqm-criterio5 #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-criterio5.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-02-efqm-criterio5
2027-06-03;17:00;x;NORMAS;cultura-empresarial;¿Es Cultura Empresarial para tu organización? Señales de que sí. https://www.tuconsultor.com/blog/post.html?p=2027-06-03-cultura-empresarial #Estrategia #Liderazgo;https://www.tuconsultor.com/social-img/cultura-empresarial.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-03-cultura-empresarial
2027-06-04;17:00;x;EFQM;efqm-criterio6;¿Te toca ya trabajar con el Modelo EFQM? https://www.tuconsultor.com/blog/post.html?p=2027-06-04-efqm-criterio6 #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-criterio6.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-04-efqm-criterio6
2027-06-05;17:00;x;NORMAS;iso-9001;ISO 9001: el primer paso es más simple de lo que crees. https://www.tuconsultor.com/blog/post.html?p=2027-06-05-iso-9001 #Calidad #ISO9001;https://www.tuconsultor.com/social-img/iso-9001.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-05-iso-9001
2027-06-06;17:00;x;EFQM;efqm-criterio7;Rendimiento estratégico y operativo: por dónde empezar. https://www.tuconsultor.com/blog/post.html?p=2027-06-06-efqm-criterio7 #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-criterio7.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-06-efqm-criterio7
2027-06-07;17:00;x;NORMAS;efqm;¿Qué es Modelo EFQM y para qué sirve de verdad? https://www.tuconsultor.com/blog/post.html?p=2027-06-07-efqm #Calidad #ISO9001;https://www.tuconsultor.com/social-img/efqm.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-07-efqm
2027-06-08;17:00;x;EFQM;efqm-radar;La lógica RADAR, explicado sin humo. https://www.tuconsultor.com/blog/post.html?p=2027-06-08-efqm-radar #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-radar.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-08-efqm-radar
2027-06-09;17:00;x;NORMAS;madrid-excelente;Madrid Excelente: La marca de garantía de la Comunidad de Madrid. Y esto es lo que gana tu organización. https://www.tuconsultor.com/blog/post.html?p=2027-06-09-madrid-excelente #Calidad #ISO9001;https://www.tuconsultor.com/social-img/madrid-excelente.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-09-madrid-excelente
2027-06-10;17:00;x;EFQM;efqm-gap;Informe de GAP: lo que aporta de verdad. https://www.tuconsultor.com/blog/post.html?p=2027-06-10-efqm-gap #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-gap.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-10-efqm-gap
2027-06-11;17:00;x;NORMAS;iso-9004;El error más común al implantar ISO 9004 (y cómo evitarlo). https://www.tuconsultor.com/blog/post.html?p=2027-06-11-iso-9004 #Calidad #ISO9001;https://www.tuconsultor.com/social-img/iso-9004.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-11-iso-9004
2027-06-12;17:00;x;EFQM;efqm-autoevaluacion;Autoevaluación EFQM: el fallo que vemos una y otra vez. https://www.tuconsultor.com/blog/post.html?p=2027-06-12-efqm-autoevaluacion #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-autoevaluacion.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-12-efqm-autoevaluacion
2027-06-13;17:00;x;NORMAS;une-93200;¿Es UNE 93200 para tu organización? Señales de que sí. https://www.tuconsultor.com/blog/post.html?p=2027-06-13-une-93200 #Calidad #ISO9001;https://www.tuconsultor.com/social-img/une-93200.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-13-une-93200
2027-06-14;17:00;x;EFQM;efqm-planes;¿Te toca ya trabajar con el Modelo EFQM? https://www.tuconsultor.com/blog/post.html?p=2027-06-14-efqm-planes #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-planes.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-14-efqm-planes
2027-06-15;17:00;x;NORMAS;iso-13485;ISO 13485: el primer paso es más simple de lo que crees. https://www.tuconsultor.com/blog/post.html?p=2027-06-15-iso-13485 #Calidad #ISO9001;https://www.tuconsultor.com/social-img/iso-13485.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-15-iso-13485
2027-06-16;17:00;x;EFQM;efqm-memoria;La memoria EFQM: por dónde empezar. https://www.tuconsultor.com/blog/post.html?p=2027-06-16-efqm-memoria #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-memoria.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-16-efqm-memoria
2027-06-17;17:00;x;NORMAS;iso-17025;¿Qué es ISO 17025 y para qué sirve de verdad? https://www.tuconsultor.com/blog/post.html?p=2027-06-17-iso-17025 #Calidad #ISO9001;https://www.tuconsultor.com/social-img/iso-17025.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-17-iso-17025
2027-06-18;17:00;x;EFQM;efqm-sello;Sellos EFQM 300 · 400 · 500, explicado sin humo. https://www.tuconsultor.com/blog/post.html?p=2027-06-18-efqm-sello #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-sello.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-18-efqm-sello
2027-06-19;17:00;x;NORMAS;iatf-16949;IATF 16949: Calidad en automoción. Y esto es lo que gana tu organización. https://www.tuconsultor.com/blog/post.html?p=2027-06-19-iatf-16949 #Calidad #ISO9001;https://www.tuconsultor.com/social-img/iatf-16949.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-19-iatf-16949
2027-06-20;17:00;x;EFQM;efqm-evaluacion-externa;Evaluación externa: lo que aporta de verdad. https://www.tuconsultor.com/blog/post.html?p=2027-06-20-efqm-evaluacion-externa #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-evaluacion-externa.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-20-efqm-evaluacion-externa
2027-06-21;17:00;x;NORMAS;marcado-ce;El error más común al implantar Marcado CE (y cómo evitarlo). https://www.tuconsultor.com/blog/post.html?p=2027-06-21-marcado-ce #Calidad #ISO9001;https://www.tuconsultor.com/social-img/marcado-ce.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-21-marcado-ce
2027-06-22;17:00;x;EFQM;efqm-vs-iso;EFQM e ISO 9001: el fallo que vemos una y otra vez. https://www.tuconsultor.com/blog/post.html?p=2027-06-22-efqm-vs-iso #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-vs-iso.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-22-efqm-vs-iso
2027-06-23;17:00;x;NORMAS;iso-14001;¿Es ISO 14001 para tu organización? Señales de que sí. https://www.tuconsultor.com/blog/post.html?p=2027-06-23-iso-14001 #Sostenibilidad #ESG;https://www.tuconsultor.com/social-img/iso-14001.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-23-iso-14001
2027-06-24;17:00;x;EFQM;efqm-madrid-excelente;¿Te toca ya trabajar con el Modelo EFQM? https://www.tuconsultor.com/blog/post.html?p=2027-06-24-efqm-madrid-excelente #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-madrid-excelente.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-24-efqm-madrid-excelente
2027-06-25;17:00;x;NORMAS;emas;EMAS: el primer paso es más simple de lo que crees. https://www.tuconsultor.com/blog/post.html?p=2027-06-25-emas #Sostenibilidad #ESG;https://www.tuconsultor.com/social-img/emas.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-25-emas
2027-06-26;17:00;x;EFQM;efqm-beneficios;Por qué EFQM: por dónde empezar. https://www.tuconsultor.com/blog/post.html?p=2027-06-26-efqm-beneficios #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-beneficios.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-26-efqm-beneficios
2027-06-27;17:00;x;NORMAS;huella-de-carbono;¿Qué es Huella de Carbono · ISO 14064 y para qué sirve de verdad? https://www.tuconsultor.com/blog/post.html?p=2027-06-27-huella-de-carbono #Sostenibilidad #ESG;https://www.tuconsultor.com/social-img/huella-de-carbono.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-27-huella-de-carbono
2027-06-28;17:00;x;EFQM;efqm-mitos;Mitos del Modelo EFQM, explicado sin humo. https://www.tuconsultor.com/blog/post.html?p=2027-06-28-efqm-mitos #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-mitos.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-28-efqm-mitos
2027-06-29;17:00;x;NORMAS;iso-14068;ISO 14068: Neutralidad en carbono. Y esto es lo que gana tu organización. https://www.tuconsultor.com/blog/post.html?p=2027-06-29-iso-14068 #Sostenibilidad #ESG;https://www.tuconsultor.com/social-img/iso-14068.png;https://www.tuconsultor.com/blog/post.html?p=2027-06-29-iso-14068
